TUCASEID,TULINENO,EEINCOME1,ERBMI,ERHHCH,ERINCOME,ERSPEMCH,ERTPREAT,ERTSEAT,ETHGT,ETWGT,EUDIETSODA,EUDRINK,EUEAT,EUEXERCISE,EUEXFREQ,EUFASTFD,EUFASTFDFRQ,EUFFYDAY,EUFDSIT,EUFINLWGT,EUSNAP,EUGENHTH,EUGROSHP,EUHGT,EUINCLVL,EUINCOME2,EUMEAT,EUMILK,EUPRPMEL,EUSODA,EUSTORES,EUSTREASON,EUTHERM,EUWGT,EUWIC,EXINCOME1
20150101150018,1,1,31.4,3,1,-1,50,0,0,0,-1,1,2,1,5,2,-1,-1,1, 15503433.374527,2,4,2,60,6,-1,1,2,1,2,-1,-1,2,161,2,0
20150101150053,1,2,25.7,3,3,-1,120,0,0,0,-1,2,2,1,4,1,2,2,1,  3071195.852821,1,4,1,73,6,1,1,2,1,-1,1,2,2,195,-1,0
20150101150071,1,1,29.6,3,1,-1,50,-2,0,0,-1,1,-2,2,-1,1,2,2,1,  5194082.929101,2,5,2,65,6,-1,1,2,1,2,-1,-1,2,178,-1,0
20150101150146,1,3,23.4,3,2,5,95,30,0,0,2,1,1,1,6,1,1,2,1, 13138380.214118,2,2,1,63,6,-1,1,2,1,1,1,4,2,132,-1,0
20150101150147,1,1,35.9,1,1,5,140,5,0,0,1,1,1,2,-1,1,5,1,2,  8496301.910912,2,4,1,70,6,-1,1,2,1,1,1,1,2,250,-1,0
20150101150184,1,1,32.1,3,1,5,45,0,0,0,-1,2,2,1,10,1,1,1,1,  5273977.616545,2,2,2,71,6,1,1,2,1,-1,-1,-1,2,230,2,84
20150101150500,1,1,30.1,3,1,5,105,2,0,0,1,1,1,2,-1,2,-1,-1,1, 10002494.505878,2,2,3,70,6,-1,-1,-1,2,1,1,1,-1,210,-1,0
20150101150523,1,1,33.9,3,1,1,30,32,0,0,-1,2,1,1,4,1,1,2,1,  7520144.277214,2,2,1,72,6,-1,1,2,1,-1,1,2,2,250,2,0
20150101150535,1,2,26.3,3,5,5,60,0,0,0,2,1,2,1,1,1,3,1,1,  5029926.197817,1,4,3,69,6,2,-1,-1,2,1,1,2,-1,178,2,0
20150101150539,1,1,22.6,1,1,-1,90,10,0,0,-1,2,1,1,7,1,3,2,1,  7986006.159153,2,2,3,66,6,-1,1,2,3,-1,2,2,2,140,2,0
20150101150572,1,3,28.3,3,2,-1,150,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  1571676.850731,2,2,1,61,6,-1,2,2,1,-1,1,4,-1,150,-1,0
20150101150578,1,2,22.9,3,5,1,30,5,0,0,-1,1,1,1,8,1,2,1,1,  2419313.011106,1,2,1,62,6,2,1,2,1,2,1,2,1,125,2,0
20150101150601,1,1,-1.0,3,1,-1,80,0,0,-1,-1,2,2,1,3,2,-1,-1,1,  2099785.021995,2,4,1,70,6,-1,1,2,1,-1,1,6,1,-3,2,0
20150101150607,1,2,31.4,3,3,-1,35,0,0,0,2,1,2,2,-1,2,-1,-1,1,  3338511.743935,2,3,1,61,6,1,1,2,1,1,1,1,2,166,2,0
20150101150615,1,2,26.6,3,5,-1,180,0,0,0,-1,2,2,1,6,2,-1,-1,1,  6181948.389388,1,3,2,69,6,2,-1,-1,2,-1,-1,-1,-1,180,-2,0
20150101150628,1,1,21.8,3,1,-1,130,10,0,0,-1,1,1,2,-1,2,-1,-1,1,  3373770.465199,2,3,1,66,6,-1,1,2,1,2,1,2,2,135,-1,0
20150101150641,1,2,29.5,3,5,5,110,0,0,0,-1,1,2,1,3,2,-1,-1,1, 11028495.506318,1,3,1,64,6,2,1,2,1,2,2,1,1,172,2,0
20150101150677,1,1,25.1,3,1,-1,10,35,0,0,-1,1,1,1,7,2,-1,-1,1,  2047238.378108,2,1,1,70,6,-1,1,2,1,2,1,1,2,175,-1,0
20150101150678,1,1,29.3,3,1,5,25,25,0,0,-1,1,1,1,2,1,2,2,1,  4649018.229133,2,2,1,62,6,-1,1,2,3,2,3,1,2,160,-1,0
20150101150697,1,1,27.9,3,1,5,120,10,0,0,-1,1,1,1,4,2,-1,-1,1,  4120611.636305,2,3,1,77,6,-1,1,2,1,2,1,2,2,235,-1,0
20150101150699,1,1,25.3,3,1,5,90,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  6972922.628668,2,3,1,61,6,-1,1,2,1,-1,2,2,2,134,-1,0
20150101150702,1,2,-1.0,3,5,5,315,10,0,-1,-1,2,1,2,-1,1,3,2,1,  2883214.549015,2,1,2,66,6,3,-1,-1,2,-1,-1,-1,-1,-2,2,0
20150101150735,1,1,22.1,3,1,5,105,0,0,0,3,1,2,1,5,1,2,2,1,  8412369.715756,2,1,1,69,6,-1,1,2,1,1,2,4,2,150,2,0
20150101150748,1,1,22.1,3,1,1,85,0,0,0,-1,1,2,1,6,1,2,2,1,  8756012.331094,2,2,1,63,6,-1,1,2,1,2,1,1,2,125,2,0
20150101150756,1,-2,28.1,3,-1,5,155,0,0,0,-1,1,2,1,7,-2,-1,-1,1,  9198230.369874,2,2,2,70,6,-2,2,2,3,2,-1,-1,-1,196,-1,2
20150101150787,1,2,28.0,2,3,-1,135,105,0,0,-1,1,1,1,2,2,-1,-1,1, 16332387.617904,2,4,1,70,6,1,1,2,1,2,2,6,2,195,-1,0
20150101150794,1,1,19.7,3,1,-1,90,20,0,0,-1,2,1,1,5,1,3,1,1, 26443413.399268,2,1,2,66,6,-1,-1,-1,2,-1,-1,-1,-1,122,2,0
20150101150798,1,1,40.5,3,1,-1,25,45,0,0,-1,1,1,1,5,2,-1,-1,1,  6208346.553434,2,3,2,72,6,-1,-1,-1,2,2,-1,-1,-1,299,-1,0
20150101150812,1,2,31.2,3,3,5,35,0,0,0,-1,2,2,1,7,2,-1,-1,1,  6285782.820410,1,3,1,64,6,1,1,2,1,-1,2,4,2,182,-1,0
20150101150818,1,1,30.3,3,1,-1,45,10,0,0,-1,1,1,1,7,1,5,1,1,  1240759.362925,2,3,1,60,6,-1,1,2,1,2,2,6,2,155,-1,0
20150101150850,1,1,27.5,3,1,-1,80,0,0,0,-2,1,2,1,6,1,1,2,1,  6324029.957917,2,3,1,64,6,-1,1,2,1,1,2,4,2,160,-1,0
20150101150852,1,1,29.2,3,1,2,57,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  3766534.866020,2,4,2,68,6,-1,1,2,1,-1,-1,-1,2,192,-1,0
20150101150854,1,1,31.3,3,1,5,30,3,0,0,-1,1,1,1,1,2,-1,-1,1, 17774265.539176,2,2,3,67,6,-1,1,2,1,2,1,1,2,200,-1,0
20150101150870,1,1,26.3,3,1,5,105,0,0,0,-1,1,2,1,1,2,-1,-1,1,  4586306.538043,2,3,1,65,6,-1,1,2,1,2,1,2,2,158,-1,0
20150101150879,1,3,25.8,3,2,-1,20,3,0,0,-1,2,1,1,2,2,-1,-1,1,  7181095.706775,2,2,1,56,6,-1,1,2,1,-1,1,2,2,115,-1,0
20150101150888,1,1,25.7,3,1,5,105,0,0,0,-1,1,2,1,6,2,-1,-1,1, 11885152.685206,2,1,3,68,6,-1,2,2,1,2,1,2,-1,169,2,0
20150101150902,1,1,30.9,3,1,5,180,150,0,0,-1,1,1,1,4,2,-1,-1,1,  1968046.492984,2,3,1,64,6,-1,2,2,1,2,2,1,-1,180,2,0
20150101150908,1,1,23.0,3,1,-1,90,0,0,0,-1,1,2,2,-1,1,1,2,1,  3199743.884872,2,2,1,63,6,-1,1,2,1,2,1,2,2,130,-1,0
20150101150913,1,1,35.5,3,1,-1,30,0,0,0,-1,2,2,1,4,2,-1,-1,1,  1050624.354465,2,1,1,66,6,-1,1,2,1,-1,1,2,2,220,-1,0
20150101150934,1,1,28.3,3,1,5,65,0,0,0,-1,2,2,1,7,1,1,2,1,  8129385.667649,2,1,2,65,6,-1,1,2,3,-1,-1,-1,2,170,-1,0
20150101150949,1,1,-1.0,3,1,5,45,0,0,-1,-1,2,2,1,4,1,1,2,1, 12896895.023474,2,3,1,64,6,-1,1,2,1,-1,1,1,1,-3,2,0
20150101150958,1,1,28.1,3,1,-1,60,0,0,0,-1,1,2,1,1,2,-1,-1,1,  7486307.363397,2,4,1,69,6,-1,1,2,1,2,1,4,2,190,-1,0
20150101150963,1,1,22.5,3,1,-1,45,10,0,0,-1,2,1,2,-1,1,3,1,1,  2380426.146297,2,1,1,65,6,-1,2,2,1,-1,2,3,-1,135,-1,0
20150101150965,1,1,26.6,3,1,5,45,1,0,0,-1,1,1,1,5,2,-1,-1,1,  7218330.806482,2,3,2,69,6,-1,-1,-1,2,2,-1,-1,-1,180,2,0
20150101150989,1,1,31.2,3,1,5,35,5,0,0,1,1,1,2,-1,1,1,1,1,  7827681.791240,2,2,3,71,6,-1,1,2,1,1,1,3,1,224,-1,0
20150101151002,1,1,24.5,3,1,5,30,15,0,0,-1,1,1,1,2,1,2,2,1, 12252887.770049,2,3,1,64,6,-1,1,2,1,2,2,4,1,143,2,0
20150101151007,1,1,23.1,3,1,5,50,45,0,0,2,1,1,1,6,1,4,1,1, 12232119.390233,2,1,2,75,6,-1,-1,-1,2,1,-1,-1,-1,185,2,0
20150101151010,1,1,27.1,3,1,-1,10,2,0,0,-1,1,1,2,-1,1,2,2,1, 13500826.502978,2,2,2,72,6,-2,-1,-1,2,2,-1,-1,-1,200,-1,71
20150101151018,1,1,25.5,3,1,-1,75,20,0,0,-1,1,1,1,7,2,-1,-1,1,  5023105.172388,2,2,1,61,6,-1,1,2,1,2,1,3,1,135,-1,0
20150101151026,1,2,25.8,3,5,-1,45,10,0,0,-1,2,1,1,5,1,1,1,2,  3869327.375371,2,5,1,69,6,2,1,2,1,-1,1,3,2,175,-1,0
20150101151051,1,3,33.1,3,2,-1,70,0,0,0,-1,2,2,2,-1,1,1,2,1,  5956230.120719,2,4,1,66,6,-1,1,2,1,-1,1,1,2,205,-1,0
20150101151071,1,2,18.8,3,5,-1,75,0,0,0,-1,1,2,2,-1,2,-1,-1,2,  1766871.247570,1,3,1,62,6,2,1,2,1,2,1,4,2,103,2,0
20150101151079,1,1,-1.0,3,1,5,110,15,0,-1,-1,1,1,1,4,2,-1,-1,1,  7760534.117932,2,2,1,63,6,-1,1,2,1,2,1,3,2,-5,2,0
20150101151093,1,2,32.1,3,3,5,0,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  8927796.510443,2,3,2,71,6,1,-1,-1,2,-1,-1,-1,-1,230,2,0
20150101151115,1,1,20.7,3,1,5,20,15,0,0,2,1,1,1,3,1,2,2,1,  7617118.236949,2,2,1,67,6,-2,1,2,1,1,2,2,2,132,2,72
20150101151125,1,1,26.3,3,1,4,120,0,0,0,-1,1,2,1,14,2,-1,-1,1, 15533872.086365,2,2,1,59,6,-1,1,2,1,2,1,3,1,130,-1,0
20150101151129,1,1,26.5,3,1,3,120,10,0,0,-1,2,1,1,3,1,1,1,1,  4182113.302321,2,3,1,66,6,-1,1,2,1,-1,1,3,1,164,-1,0
20150101151131,1,3,26.6,3,2,5,20,0,0,0,-1,2,2,2,-1,1,4,2,1, 40097510.506008,2,3,1,65,6,-1,-1,-1,2,-1,1,1,-1,160,-1,0
20150101151142,1,1,43.8,3,1,-1,0,40,0,0,2,1,1,2,-1,1,4,1,1,  2250338.660374,2,2,1,67,6,-1,1,2,1,1,1,2,2,280,2,0
20150101151145,1,3,32.3,3,2,5,30,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  3706333.281877,2,2,1,70,6,-1,-1,-1,2,-1,1,2,-1,225,2,0
20150101151159,1,-3,22.9,3,-1,-1,120,0,0,0,-1,1,2,1,5,2,-1,-1,1,  1781634.568682,2,1,1,62,6,-3,1,2,1,2,1,6,1,125,-1,3
20150101151170,1,1,30.0,3,1,-1,40,0,0,0,-1,1,2,2,-1,2,-1,-1,1, 12193042.214155,1,4,2,65,6,-1,-1,-1,2,2,-1,-1,-1,180,2,0
20150101151178,1,1,24.6,3,1,5,45,20,0,0,-1,2,1,1,3,1,2,1,1, 10610143.964743,2,2,3,63,6,-1,1,2,1,-1,2,1,2,139,-1,0
20150101151181,1,2,38.4,3,5,5,90,0,0,0,-1,2,2,2,-1,1,3,2,1,  3758813.189248,2,3,1,71,6,2,1,2,1,-1,1,6,2,275,2,0
20150101151189,1,-2,30.4,3,-1,-1,45,30,0,0,2,1,1,2,-1,1,4,2,1,  3640263.576314,2,3,1,68,6,-2,1,2,1,1,1,2,2,200,-1,2
20150101151195,1,2,29.3,3,5,-1,30,0,0,0,2,1,2,2,-1,2,-1,-1,1, 11036246.685056,1,4,1,71,6,3,1,2,3,1,1,1,2,210,2,0
20150101151201,1,1,21.9,3,1,-1,75,0,0,0,-1,2,2,1,7,2,-1,-1,1,  3323158.861666,2,2,1,62,6,-1,2,2,1,-1,2,4,-1,120,-1,0
20150101151213,1,1,34.7,3,1,5,40,15,0,0,-1,2,1,2,-1,1,3,2,1, 10377636.714031,2,2,2,69,6,-1,-1,-1,2,-1,-1,-1,-1,235,2,0
20150101151228,1,1,29.3,3,1,-1,44,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  2205977.591258,2,2,1,62,6,-1,1,2,1,2,1,2,2,160,-1,0
20150101151244,1,3,37.6,3,2,5,190,0,0,0,-1,1,2,1,3,1,1,2,1, 14813871.644347,2,3,2,67,6,-1,-1,-1,2,2,-1,-1,-1,240,-1,0
20150101151291,1,-2,23.7,3,4,5,50,0,0,0,2,1,2,2,-1,1,-2,2,1, 16670884.000023,2,3,2,71,6,1,-1,-1,2,1,-1,-1,-1,170,-1,2
20150101151311,1,1,28.3,3,1,5,90,5,0,0,-1,2,1,1,6,1,2,2,1,  7194860.449790,2,2,1,60,6,-1,1,2,1,-1,3,3,2,145,-1,0
20150101151321,1,1,25.8,3,1,-1,60,10,0,0,-1,2,1,1,5,2,-1,-1,1,  4584991.379106,2,1,1,68,6,-1,1,2,1,-1,1,2,2,170,-1,0
20150101151355,1,-3,-1.0,3,-1,-1,35,-3,-1,-1,-1,-3,-3,-3,-1,-3,-1,-1,-3,  3592308.110857,-3,-3,-3,-3,6,-3,-3,-3,1,-1,-3,-1,-1,-3,-1,3
20150101151362,1,-3,-1.0,3,-1,-1,40,0,0,-1,1,1,2,1,3,1,4,2,1,  5013787.178369,2,2,1,67,6,-3,1,2,1,1,2,4,1,-3,-1,3
20150101151385,1,1,21.6,3,1,-1,60,0,0,0,-1,1,2,1,4,1,2,2,1,  2018842.172397,2,2,1,65,6,-1,1,2,1,2,2,2,2,130,2,0
20150101151446,1,1,23.7,3,1,-1,0,170,0,0,-1,1,1,1,5,1,2,2,1,  5175456.009041,2,2,1,64,6,-1,2,2,1,2,1,2,-1,138,-1,0
20150101151470,1,1,24.6,3,1,5,30,25,0,0,2,1,1,1,4,1,3,-2,1,  3118472.265391,2,2,3,67,6,-1,1,2,3,1,2,2,2,157,2,0
20150101151480,1,1,22.5,3,1,-1,35,0,0,0,-1,1,2,2,-1,1,2,2,1,  1684430.861951,2,2,1,65,6,-1,2,2,1,2,1,3,-1,135,-1,0
20150101151498,1,2,22.3,3,5,-1,10,5,0,0,2,1,1,1,5,1,1,1,1,  4163598.952796,1,1,1,66,6,2,1,2,1,1,1,2,2,138,-1,0
20150101151504,1,1,18.0,3,1,5,30,15,0,0,-1,2,1,1,5,1,1,2,1,  3494818.719213,2,1,1,64,6,-1,1,2,1,-1,2,2,2,105,2,0
20150101151505,1,1,28.3,3,1,-1,20,35,0,0,-1,2,1,1,3,1,3,2,1,  3484909.084385,2,3,2,65,6,-1,-1,-1,2,-1,-1,-1,-1,170,2,0
20150101151510,1,2,27.6,3,3,-1,90,8,0,0,-1,1,1,2,-1,2,-1,-1,1, 13451929.159920,2,2,1,58,6,1,1,2,1,2,1,1,2,132,-1,0
20150101151523,1,1,35.4,3,1,5,45,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  5116730.640508,2,5,1,63,6,-1,1,2,1,-1,1,1,1,200,-1,0
20150101151539,1,1,22.5,3,1,5,20,55,0,0,-1,1,1,2,-1,2,-1,-1,1,  8007526.158812,2,1,2,65,6,-1,-1,-1,2,2,-1,-1,-1,135,2,0
20150101151568,1,2,20.1,3,5,5,20,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  5637139.829366,2,1,1,62,6,2,1,2,1,-1,1,5,2,110,2,0
20150101151580,1,1,29.9,3,1,5,30,15,0,0,-1,2,1,1,4,1,4,2,1,  6475773.065934,2,2,1,66,6,-1,1,2,1,-1,2,1,2,185,2,0
20150101151585,1,1,24.1,3,1,5,110,0,0,0,-1,1,2,2,-1,1,1,2,1, 10879084.347920,2,3,1,71,6,-1,1,2,1,2,2,2,2,173,-1,0
20150101151626,1,1,34.9,2,1,-1,90,15,0,0,1,1,1,2,-1,1,8,1,1, 24163437.304455,2,5,1,65,6,-1,-1,-1,2,1,2,2,-1,210,2,0
20150101151656,1,1,22.6,3,1,-1,40,21,0,0,-1,1,1,1,6,1,2,2,1,  4935014.360491,2,1,2,66,6,-1,-1,-1,2,2,-1,-1,-1,140,2,0
20150101151659,1,1,26.5,3,1,-1,15,30,0,0,-1,1,1,1,3,2,-1,-1,1,  8036075.848789,2,3,1,70,6,-1,1,2,1,2,1,4,2,185,-1,0
20150101151666,1,1,32.4,3,1,5,30,11,0,0,-1,1,1,2,-1,1,3,1,1, 12382218.788609,2,2,1,62,6,-1,1,2,1,2,1,2,2,177,-1,0
20150101151722,1,1,32.5,1,1,5,70,35,0,0,-1,1,1,1,3,2,-1,-1,1,  3009661.895297,2,2,1,69,6,-1,1,2,1,2,3,2,1,220,2,0
20150101151736,1,1,39.0,3,1,4,60,5,0,0,-1,2,1,1,2,1,1,2,1, 17603068.141965,2,4,2,63,6,1,1,2,3,-1,-1,-1,2,220,2,85
20150101151765,1,1,29.8,3,1,-1,100,0,0,0,-1,2,2,2,-1,1,3,2,1,  1493195.250965,2,1,1,63,6,-1,1,2,1,-1,2,1,2,168,-1,0
20150101151775,1,2,29.2,3,3,5,65,5,0,0,-1,1,1,1,7,2,-1,-1,1, 10842196.285604,2,1,2,64,6,1,-1,-1,2,2,-1,-1,-1,170,-1,0
20150101151786,1,1,24.4,3,1,5,105,0,0,0,-1,2,2,1,7,2,-1,-1,1,  9429931.603630,2,4,3,72,6,-1,1,2,3,-1,1,4,2,180,-1,0
20150101151789,1,1,23.6,3,1,5,110,0,0,0,-1,2,2,1,3,2,-1,-1,1,  4118715.618380,2,1,1,68,6,-1,1,2,1,-1,1,2,2,155,2,0
20150101151809,1,2,28.2,3,5,5,75,0,0,0,-1,1,2,1,7,1,1,2,1,  5513283.479619,2,4,3,66,6,2,1,2,1,2,5,3,2,175,-1,0
20150101151827,1,1,27.5,3,1,5,60,0,0,0,2,1,2,1,3,1,1,2,1, 12962735.167562,2,3,3,64,6,-1,1,2,1,1,1,1,2,160,-1,0
20150101151832,1,1,23.6,3,1,-1,120,5,0,0,-1,1,1,1,4,1,1,2,1,  2574562.825095,2,1,1,63,6,-1,1,2,1,2,1,2,2,133,-1,0
20150101151833,1,2,33.7,3,5,2,10,60,0,0,-1,1,1,1,7,1,2,2,1,  8644307.886476,2,2,2,67,6,3,-1,-1,2,2,-1,-1,-1,215,2,0
20150101151849,1,2,27.5,1,5,-1,50,0,0,0,-1,1,2,2,-1,1,1,2,1,  1485873.793752,2,1,1,64,6,2,1,2,1,2,2,1,2,160,-1,0
20150101151854,1,2,26.3,3,3,4,90,30,0,0,-1,1,1,1,3,1,1,2,1,  5394775.785262,2,2,1,66,6,1,-1,-1,2,2,2,4,-1,163,2,0
20150101151861,1,2,24.4,3,5,-1,20,0,0,0,-1,1,2,1,8,1,3,2,1,  2799773.749584,2,2,1,70,6,2,1,2,1,2,1,3,2,170,-1,0
20150101151873,1,1,-1.0,3,1,5,40,2,0,-1,3,1,1,2,-1,1,2,2,1,  2907482.579755,2,2,1,62,6,-2,1,2,1,1,1,6,2,-2,2,74
20150101151874,1,1,23.3,3,1,1,65,7,0,0,1,1,1,2,-1,1,4,2,1,  6373286.632188,2,2,1,65,6,-1,2,2,1,1,5,6,-1,140,2,0
20150101151878,1,1,31.2,3,1,-1,20,30,0,0,-1,2,1,1,7,1,4,2,1,  1647172.764314,2,2,1,72,6,-1,1,2,1,-1,5,1,2,230,-1,0
20150101151885,1,-2,23.6,3,-1,-1,30,15,0,0,-1,1,1,1,5,1,1,2,1,  7764920.172402,2,2,2,69,6,-2,-1,-1,2,2,-1,-1,-1,160,-1,2
20150101151940,1,1,25.1,3,1,-1,80,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  6331148.305337,2,3,2,67,6,-1,2,2,3,2,-1,-1,-1,160,2,0
20150101151949,1,1,26.6,3,1,5,30,30,0,0,1,1,1,1,3,2,-1,-1,1,  6213706.574827,2,2,1,67,6,-1,1,2,1,1,1,1,1,170,2,0
20150101151980,1,2,25.3,3,5,-1,90,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  4471516.588395,2,4,1,66,6,2,1,2,1,2,2,2,2,157,-1,0
20150101151986,1,1,26.3,3,1,5,45,10,0,0,-1,1,1,1,7,1,2,2,1,  9748672.656386,2,1,1,68,6,-1,1,2,1,2,1,2,1,173,-1,0
20150101152004,1,1,30.2,3,1,5,45,20,0,0,-1,1,1,1,3,1,2,2,1,  8195508.580407,2,2,1,62,6,-1,1,2,1,2,1,1,1,165,2,0
20150101152012,1,2,25.8,3,5,-1,90,15,0,0,-1,2,1,2,-1,2,-1,-1,1,  2322888.350885,2,2,1,70,6,2,1,2,1,-1,1,2,2,180,-1,0
20150101152034,1,2,31.2,1,5,5,20,0,0,0,-1,1,2,1,2,1,2,2,1, 14115795.223245,2,3,1,72,6,2,1,2,1,2,2,2,2,230,2,0
20150101152039,1,1,25.8,3,1,1,15,5,0,0,-1,1,1,1,2,1,3,1,1,  2210687.343583,2,1,1,66,6,-1,2,2,1,2,1,2,-1,160,2,0
20150101152052,1,1,30.3,3,1,5,100,0,0,0,2,1,2,2,-1,1,4,2,1,  8527884.768310,2,3,3,59,6,-1,1,2,3,1,1,1,1,150,-1,0
20150101152063,1,1,-1.0,3,1,5,30,5,0,-1,1,1,1,1,3,2,-1,-1,1,  6932754.477716,2,2,1,76,6,-1,1,2,1,1,1,3,2,-3,2,0
20150101152068,1,1,29.3,3,1,5,125,1,0,0,-1,2,1,1,4,1,3,1,1, 10371081.848846,2,2,1,71,6,-1,1,2,1,-1,1,2,1,210,2,0
20150101152098,1,2,31.6,3,5,-1,20,0,2,0,-1,2,2,1,3,2,-1,-1,1,  4767300.612438,2,2,1,56,6,2,1,2,1,-1,4,2,2,141,-1,0
20150101152127,1,1,24.5,3,1,-1,110,5,0,0,-1,2,1,2,-1,1,14,1,1,  3595550.284496,2,3,1,72,6,-1,2,2,1,-1,1,2,-1,181,-1,0
20150101152132,1,1,28.7,3,1,-1,85,0,0,0,1,1,2,1,7,2,-1,-1,1,  4271685.308054,2,1,1,64,6,-1,1,2,1,1,1,4,2,167,-1,0
20150101152135,1,1,33.8,3,1,-1,85,15,0,0,1,1,1,2,-1,1,3,1,1, 12405612.827780,2,3,2,60,6,-1,-1,-1,2,1,-1,-1,-1,173,2,0
20150101152146,1,1,24.1,3,1,-1,120,5,0,0,2,1,1,1,4,1,3,1,1,  5936519.313003,2,1,2,62,6,-2,-1,-1,2,1,-1,-1,-1,132,2,73
20150101152178,1,1,-1.0,1,1,-1,30,10,0,-1,-1,1,1,1,5,1,1,2,1,  2781948.737262,2,2,2,71,6,-1,1,2,1,2,-1,-1,2,-2,2,0
20150101152213,1,2,22.9,3,5,-1,75,30,0,0,-1,2,1,2,-1,2,-1,-1,1,  4928487.805072,2,5,2,62,6,3,1,2,1,-1,-1,-1,2,125,-1,0
20150101152246,1,1,31.9,3,1,-1,45,5,0,0,-1,2,1,2,-1,2,-1,-1,1, 17429191.063819,2,3,2,63,6,-2,-1,-1,2,-1,-1,-1,-1,180,2,75
20150101152249,1,1,18.9,3,1,-1,60,180,0,0,-1,1,1,1,4,2,-1,-1,1,  3245155.821014,2,1,1,64,6,-1,1,2,1,2,1,3,2,110,2,0
20150101152306,1,1,24.9,3,1,-1,150,5,0,0,-1,1,1,1,1,1,3,1,1,  7392365.937769,2,2,1,64,6,-1,1,2,1,2,2,2,2,145,2,0
20150101152321,1,2,30.2,3,2,-1,75,0,0,0,-1,2,2,2,-1,1,-2,1,1,  4015913.961897,1,1,1,61,6,-2,1,2,1,-1,1,1,2,160,2,0
20150101152322,1,2,25.8,3,5,-1,15,10,0,0,2,1,1,2,-1,2,-1,-1,1,  5401304.162640,1,4,1,70,6,2,1,2,1,1,1,2,2,180,-1,0
20150101152354,1,3,25.1,3,2,-1,30,0,0,0,-1,1,2,1,3,1,2,1,1,  3099313.502145,1,3,1,70,6,-1,1,2,1,2,2,4,1,175,2,0
20150101152392,1,1,27.4,3,1,5,0,0,0,0,-1,2,2,1,5,2,-1,-1,1,  6279051.315279,2,3,2,66,6,-1,-1,-1,2,-1,-1,-1,-1,170,-1,0
20150101152398,1,1,20.5,3,1,-1,64,0,0,0,-1,-2,2,1,3,1,1,2,1, 12215090.645615,2,3,2,68,6,-1,-1,-1,2,-1,-1,-1,-1,135,2,0
20150101152412,1,1,20.5,3,1,5,55,5,0,0,-1,2,1,1,5,2,-1,-1,1,  1976348.426885,2,2,1,66,6,-1,1,2,1,-1,2,6,2,127,2,0
20150101152479,1,1,27.4,3,1,5,120,0,0,0,-1,1,2,1,3,1,2,2,1,  2661628.942129,2,3,1,66,6,-1,1,2,3,2,1,3,1,170,2,0
20150110140726,1,1,20.1,3,1,-1,20,10,0,0,-1,1,1,1,2,1,3,1,1,  5398122.434492,2,1,1,62,6,-1,1,2,1,2,1,1,2,110,1,0
20150110140891,1,1,35.5,3,1,3,75,15,0,0,2,1,1,2,-1,1,2,1,1,  6843966.955709,2,3,2,66,6,-3,1,2,3,1,-1,-1,2,220,-1,84
20150110140954,1,1,25.4,3,1,-1,2,0,0,0,-1,2,2,1,2,2,-1,-1,1,  4977588.929245,2,2,1,70,6,-1,1,1,1,-1,1,2,2,177,2,0
20150110141050,1,1,27.3,3,1,-1,55,15,0,0,-1,1,1,2,-1,1,3,2,1,  6157614.514806,2,3,3,60,6,-2,-1,-1,2,2,1,2,-1,140,2,75
20150110141210,1,1,28.0,3,1,-1,40,20,0,0,-1,2,1,1,5,2,-1,-1,1,  9367348.871647,2,2,1,74,6,-1,1,2,1,-1,1,2,2,218,-1,0
20150110141308,1,1,30.8,3,1,-1,45,45,0,0,-1,1,1,2,-1,1,3,1,1,  1493022.735615,2,3,1,65,6,-1,1,2,1,2,1,3,2,185,-1,0
20150110141403,1,1,27.5,2,1,4,60,0,0,0,2,1,1,2,-1,1,2,1,1, 19958610.494725,2,2,2,69,6,-1,-1,-1,2,1,-1,-1,-1,186,2,0
20150110141470,1,2,21.2,3,5,5,60,0,0,0,-1,1,2,1,1,1,5,1,1,  3453504.933463,2,1,1,62,6,2,1,2,1,2,1,1,2,116,2,0
20150110141496,1,2,23.6,1,2,-1,25,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 10772489.716782,2,3,2,71,6,-2,-1,-1,2,-1,-1,-1,-1,169,-1,0
20150110141751,1,1,17.4,3,1,-1,0,25,0,2,-1,1,1,2,-1,2,-1,-1,1,  6676697.269307,2,2,2,63,6,-1,-1,-1,2,2,-1,-1,-1,98,2,0
20150110142277,1,1,23.6,1,1,-1,45,5,0,0,-1,2,1,1,3,1,2,1,1,  5664051.042729,2,2,1,69,6,-1,2,2,1,-1,1,2,-1,160,2,0
20150110142479,1,1,23.8,3,1,-1,20,0,0,0,-1,1,2,1,5,2,-1,-1,1, 19281909.145455,2,2,3,62,6,-2,-1,-1,2,2,1,6,-1,130,2,73
