TUCASEID,TULINENO,EEINCOME1,ERBMI,ERHHCH,ERINCOME,ERSPEMCH,ERTPREAT,ERTSEAT,ETHGT,ETWGT,EUDIETSODA,EUDRINK,EUEAT,EUEXERCISE,EUEXFREQ,EUFASTFD,EUFASTFDFRQ,EUFFYDAY,EUFDSIT,EUFINLWGT,EUSNAP,EUGENHTH,EUGROSHP,EUHGT,EUINCLVL,EUINCOME2,EUMEAT,EUMILK,EUPRPMEL,EUSODA,EUSTORES,EUSTREASON,EUTHERM,EUWGT,EUWIC,EXINCOME1
20150112141799,1,1,23.5,3,1,5,90,30,0,0,-1,1,1,1,1,1,1,2,1, 30756273.865873,2,1,2,67,6,-1,-1,-1,2,2,-1,-1,-1,150,-1,0
20150112141801,1,1,23.0,3,1,-1,70,0,0,0,-1,2,2,2,-1,1,1,1,1,  1655345.377424,2,2,1,62,6,-1,1,2,1,-1,1,4,2,126,-1,0
20150112141802,1,1,25.0,3,1,-1,30,0,0,0,-1,2,2,2,-1,1,1,2,1,  5678761.120380,2,2,1,66,6,-1,2,2,1,-1,1,1,-1,155,-1,0
20150112141809,1,1,18.6,3,1,-1,35,0,0,0,-1,1,2,1,7,2,-1,-1,1,  5273624.962374,2,2,1,66,6,-1,1,2,1,2,5,1,2,115,-1,0
20150112141811,1,1,23.3,3,1,5,15,8,0,0,-1,1,1,2,-1,1,2,2,1, 24256852.069906,2,1,3,71,6,-1,1,2,1,2,1,1,2,167,2,0
20150112141816,1,2,25.5,3,5,-1,50,0,0,0,-1,1,2,1,3,2,-1,-1,1,  6407767.802873,1,2,3,61,6,2,1,2,1,2,1,4,2,135,2,0
20150112141818,1,1,20.4,3,1,-1,90,10,0,0,-1,2,1,1,2,2,-1,-1,1, 17281909.141378,2,2,2,67,6,-1,-1,-1,2,-1,-1,-1,-1,130,2,0
20150112141822,1,2,44.7,3,5,-1,20,10,0,0,-1,1,1,2,-1,1,1,2,1,  2387526.369737,1,5,2,73,6,2,1,2,3,2,-1,-1,2,339,-1,0
20150112141825,1,1,33.5,3,1,5,60,0,0,0,-1,1,2,1,1,1,1,1,1, 12650398.630792,2,5,2,71,6,-1,1,2,1,2,-1,-1,2,240,2,0
20150112141832,1,1,29.9,3,1,5,55,25,0,0,-1,1,1,2,-1,2,-1,-1,1,  9039296.346079,2,2,1,66,6,-1,1,2,1,2,1,3,2,185,2,0
20150112141833,1,2,30.1,3,2,5,15,0,0,0,-1,2,2,2,-1,2,-1,-1,3,  3770121.531117,2,3,3,63,6,-2,1,2,1,-1,1,2,2,170,1,0
20150112141838,1,1,22.9,3,1,5,45,17,0,0,2,1,1,1,3,1,2,1,1,  7696402.967889,2,1,2,69,6,-1,-1,-1,2,1,-1,-1,-1,155,2,0
20150112141841,1,1,29.2,1,1,-1,0,90,0,0,-1,2,1,1,2,1,5,1,1,  5336258.832129,2,2,1,64,6,-1,1,2,1,-1,1,3,2,170,-1,0
20150112141842,1,2,-1.0,3,5,-1,15,0,-1,0,-1,2,2,2,-1,2,-1,-1,2,  4593970.063302,2,4,1,-2,6,2,1,2,1,-1,1,2,2,230,-1,0
20150112141843,1,1,34.7,3,1,5,135,0,0,0,-1,2,2,1,2,1,1,2,1,  3161078.957532,2,2,1,62,6,-1,1,2,1,-1,2,1,2,190,2,0
20150112141845,1,2,40.7,3,3,5,60,75,0,0,-1,1,1,1,3,1,2,2,1,  3064956.664732,2,3,1,67,6,1,1,2,1,2,1,1,2,260,2,0
20150112141847,1,1,40.3,3,1,5,30,10,0,0,-1,2,1,2,-1,1,1,2,1,  4010159.919713,2,3,1,66,6,-1,1,2,1,-1,1,1,2,250,2,0
20150112141848,1,1,33.0,3,1,-1,105,10,0,0,2,1,1,2,-1,2,-1,-1,1,  1764203.188011,2,2,1,64,6,-1,1,2,1,1,1,2,2,192,-1,0
20150112141852,1,1,24.4,3,1,5,55,0,0,0,-1,1,2,1,3,2,-1,-1,1,  8863579.623905,2,2,1,63,6,-1,1,2,1,2,1,3,1,138,2,0
20150112141853,1,2,29.2,3,3,-1,45,0,0,0,-1,2,2,1,5,2,-1,-1,1,  2694641.013372,2,3,1,64,6,1,1,2,1,-1,1,2,2,170,-1,0
20150112141854,1,2,45.3,3,3,-1,60,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  4509654.550674,2,3,2,61,6,1,1,2,1,-1,-1,-1,2,240,-1,0
20150112141856,1,1,28.7,3,1,5,50,12,0,0,-1,1,1,1,3,1,4,2,1,  5935301.514164,2,2,1,75,6,-1,1,2,1,2,1,4,1,230,2,0
20150112141859,1,1,26.4,3,1,5,90,0,0,0,-1,2,2,2,-1,1,4,1,1,  8158736.760098,2,2,2,72,6,-1,-1,-1,2,-1,-1,-1,-1,195,-1,0
20150112141860,1,1,21.9,3,1,-1,150,20,0,0,-1,2,1,1,2,1,2,1,1,  1447175.109759,2,3,1,67,6,-1,1,2,1,-1,1,3,2,140,-1,0
20150112141861,1,2,27.0,3,3,-1,65,20,0,0,-1,1,1,1,7,2,-1,-1,1,  1887260.582038,2,1,1,61,6,1,1,2,1,2,1,1,2,143,-1,0
20150112141862,1,1,22.0,3,1,5,60,45,0,0,-1,1,1,1,11,2,-1,-1,1,  9417445.122761,2,1,3,64,6,-1,1,2,3,2,1,1,1,128,-1,0
20150112141863,1,1,-1.0,3,1,-1,60,0,-1,-1,-1,2,2,-3,-1,2,-1,-1,1,  6828926.629769,2,1,1,-3,6,-3,2,2,1,-1,1,1,-1,-3,2,81
20150112141865,1,1,21.9,3,1,5,110,2,0,0,-1,1,1,2,-1,2,-1,-1,1,  1957045.268176,-2,2,1,62,6,-1,1,2,1,2,1,2,2,120,2,0
20150112141871,1,2,21.6,3,3,-1,80,15,0,0,-1,1,1,1,3,2,-1,-1,1,  3238447.028503,2,2,1,62,6,1,2,2,1,2,1,3,-1,118,2,0
20150112141883,1,1,24.2,3,1,-1,75,45,0,0,-1,1,1,2,-1,2,-1,-1,1,  6975472.584919,2,3,1,59,6,-1,1,2,1,2,2,1,2,120,-1,0
20150112141884,1,2,28.5,3,5,-1,60,0,0,0,-1,2,2,1,2,2,-1,-1,1,  6055759.753567,1,2,1,65,6,2,2,2,1,-1,1,3,-1,171,1,0
20150112141885,1,1,32.1,3,1,-1,32,2,0,0,-1,2,1,1,5,1,1,1,1,  4986386.448561,2,3,1,74,6,-1,1,2,1,-1,2,4,1,250,-1,0
20150112141889,1,2,31.9,3,3,-1,55,0,0,0,-1,2,2,1,3,2,-1,-1,2,  2829446.641879,2,5,1,67,6,1,1,2,1,-1,2,4,2,204,-1,0
20150112141890,1,1,35.6,3,1,5,105,10,0,0,3,1,1,1,3,1,12,1,1,  4181948.224347,2,2,1,75,6,-1,1,2,1,1,2,4,2,285,2,0
20150112141894,1,1,24.8,3,1,5,75,15,0,0,-1,2,1,1,3,1,2,2,1, 15478858.880054,2,2,1,63,6,-2,1,2,1,-1,1,3,2,140,2,76
20150112141898,1,2,30.0,3,3,5,120,15,0,0,-1,2,1,1,3,2,-1,-1,1,  7983206.722078,2,5,1,65,6,1,1,2,1,-1,2,1,2,180,-1,0
20150112141900,1,1,20.2,3,1,5,165,40,0,0,-1,2,1,1,7,1,3,2,1,  3855569.870733,2,3,1,66,6,-1,1,2,1,-1,1,6,2,125,2,0
20150112141902,1,3,21.0,3,2,-1,115,0,0,0,-1,2,2,1,3,1,2,2,1, 22667845.462722,2,2,1,72,6,-1,1,2,1,-1,1,3,1,155,-1,0
20150112141908,1,1,28.5,3,1,5,65,0,0,0,-1,1,2,1,7,1,2,2,1,  6829470.829327,2,3,2,72,6,-1,2,2,1,2,-1,-1,-1,210,-1,0
20150112141910,1,2,35.0,3,5,-1,130,0,0,0,-1,1,2,1,7,2,-1,-1,1, 10231787.594088,1,4,1,61,6,2,1,2,1,2,1,1,2,185,-1,0
20150112141912,1,-1,-1.0,3,-1,5,0,275,-1,-1,-1,2,1,-1,-1,2,-1,-1,-1,  9553054.797165,-1,-1,1,-1,6,-1,2,2,1,-1,1,3,-1,-1,-1,-1
20150112141913,1,3,31.4,3,2,5,20,10,0,0,-1,1,1,1,4,1,3,1,1,  2630392.942734,2,2,1,71,6,-1,1,2,3,2,2,1,2,225,2,0
20150112141914,1,1,23.8,3,1,5,30,15,0,0,-1,2,1,1,5,2,-1,-1,1,  8319269.176543,2,1,1,62,6,-1,1,2,1,-1,1,3,2,130,2,0
20150112141924,1,1,45.8,3,1,5,60,30,0,0,-1,1,1,1,7,2,-1,-1,1,  8539599.273653,2,2,1,65,6,-1,1,2,1,2,1,2,2,275,-1,0
20150112141927,1,1,53.2,3,1,-1,90,15,0,1,-1,1,1,2,-1,2,-1,-1,1,  2845529.230806,2,3,1,67,6,-1,1,2,1,2,2,4,2,340,2,0
20150112141928,1,1,41.2,3,1,-1,50,15,0,0,1,1,1,1,3,2,-1,-1,1,  4829369.419865,2,2,1,61,6,-1,1,2,1,1,1,1,2,218,-1,0
20150112141930,1,1,21.0,3,1,-1,70,0,0,0,2,1,2,1,1,1,1,2,1,  6647829.578619,2,1,2,62,6,1,1,2,3,1,-1,-1,1,115,2,75
20150112141931,1,1,17.5,3,1,-1,50,5,0,0,-1,1,1,1,6,2,-1,-1,1,  2886349.388620,2,2,1,65,6,-1,1,2,1,2,2,4,2,105,2,0
20150112141935,1,1,17.8,3,1,-1,210,0,0,0,2,1,2,1,7,1,2,1,1, 18741791.641220,2,2,1,66,6,-2,-1,-1,2,1,2,1,-1,110,2,73
20150112141936,1,2,23.5,3,5,-1,10,15,0,0,2,1,1,1,2,1,1,2,1,  1540596.010550,2,4,1,67,6,2,1,2,1,1,1,2,2,150,-1,0
20150112141937,1,1,28.1,3,1,-1,60,30,0,0,-1,1,1,2,-1,1,3,2,1,  3561869.042374,2,4,1,68,6,-1,2,2,1,2,1,2,-1,185,2,0
20150112141940,1,1,21.2,3,1,5,30,60,0,0,-1,2,1,1,2,2,-1,-1,1,  3965531.792428,2,2,1,74,6,-1,1,2,3,-1,1,4,2,165,-1,0
20150112141942,1,1,28.5,3,1,5,30,15,0,0,-1,2,1,2,-1,2,-1,-1,1,  4953929.614343,2,1,2,72,6,-1,1,2,1,-1,-1,-1,2,210,2,0
20150112141946,1,-2,19.5,2,-1,-1,105,30,0,0,-1,2,1,1,7,1,3,1,1, 19252311.110980,2,2,1,65,6,-2,1,2,1,-1,1,2,2,117,-1,2
20150112141949,1,1,24.4,1,1,-1,100,0,0,0,-1,2,2,1,6,1,5,2,1, 13691722.394097,2,1,1,73,6,-1,1,2,1,-1,3,1,2,185,2,0
20150112141955,1,2,19.6,3,3,-1,95,20,0,0,-1,2,1,1,7,2,-1,-1,1,  7229505.697094,2,3,1,61,6,1,-1,-1,2,-1,1,2,-1,104,-1,0
20150112141958,1,1,31.0,3,1,-1,60,15,0,0,-1,2,1,1,2,1,2,2,1,  2103907.141678,2,2,1,69,6,-1,1,2,1,-1,2,2,2,210,-1,0
20150112141960,1,1,30.1,3,1,-1,45,0,0,0,2,1,2,2,-1,1,1,2,1,  1870527.136050,2,1,1,63,6,-1,1,2,1,1,2,6,2,170,-1,0
20150112141969,1,1,23.0,3,1,5,46,10,0,0,-1,1,1,1,5,1,1,2,1, 15084668.383532,2,1,1,63,6,-1,1,2,1,2,1,2,2,130,-1,0
20150112141972,1,1,39.8,3,1,-1,120,0,0,0,-1,2,2,1,5,1,6,1,1,  1689220.088149,2,3,1,68,6,-1,1,2,1,-1,3,6,2,262,-1,0
20150112141973,1,1,22.7,3,1,5,30,15,0,0,-1,2,1,1,3,1,1,2,1,  3331622.201248,2,2,1,61,6,-1,1,2,1,-1,1,2,2,120,2,0
20150112141979,1,1,23.7,3,1,5,80,10,0,0,-1,1,1,1,4,1,3,1,1,  9121680.595236,2,1,2,71,6,-1,-1,-1,2,2,-1,-1,-1,170,2,0
20150112141980,1,3,20.5,3,2,-1,150,5,0,0,-1,1,1,1,5,1,5,1,1, 21548015.355866,2,3,2,68,6,-1,-1,-1,2,2,-1,-1,-1,135,-1,0
20150112141981,1,1,35.7,3,1,5,120,25,0,0,-1,1,1,1,5,2,-1,-1,1,  4665029.921382,2,1,2,68,6,-1,-1,-1,2,2,-1,-1,-1,235,-1,0
20150112141983,1,1,25.2,3,1,5,75,40,0,0,-1,1,1,1,2,2,-1,-1,1,  4152574.165569,2,2,1,62,6,-1,1,2,1,2,1,2,1,138,2,0
20150112141987,1,1,37.1,3,1,5,0,35,0,0,-1,1,1,2,-1,1,1,2,1,  3875533.371119,2,4,3,66,6,-1,-1,-1,2,2,1,2,-1,230,-1,0
20150112141989,1,2,21.0,3,5,-1,0,60,0,0,-1,1,1,1,5,2,-1,-1,1, 11686540.469860,1,1,1,66,6,2,2,2,1,2,1,2,-1,130,-1,0
20150112141999,1,2,16.8,3,5,-1,50,0,0,2,-1,2,2,2,-1,2,-1,-1,1,  4000827.685633,1,3,1,64,6,2,1,2,1,-1,2,1,2,98,2,0
20150112142002,1,2,22.0,3,5,-1,20,-2,0,0,-1,1,-2,1,1,2,-1,-1,1,  6532609.088909,2,3,1,65,6,3,1,2,1,2,1,2,2,132,-1,0
20150112142005,1,1,23.7,3,1,5,210,10,0,0,-1,2,1,1,4,1,3,2,1,  3049392.767537,2,3,2,66,6,-1,-1,-1,2,-1,-1,-1,-1,147,2,0
20150112142008,1,1,25.0,3,1,-1,100,0,0,0,-1,2,2,1,4,2,-1,-1,1,  4552077.429570,2,3,2,76,6,-1,-1,-1,2,-1,-1,-1,-1,205,-1,0
20150112142009,1,2,25.4,3,5,-1,120,0,0,0,-1,1,2,2,-1,1,1,1,2,  6371827.454895,1,5,1,64,6,2,2,2,1,2,2,3,-1,148,-1,0
20150112142016,1,1,-1.0,3,1,5,60,5,0,-1,-1,1,1,2,-1,2,-1,-1,1,  8358204.472264,2,3,3,64,6,-1,1,2,1,2,2,1,2,-3,2,0
20150112142018,1,2,23.3,3,5,-1,40,0,0,0,-1,2,2,1,1,2,-1,-1,1,  2482953.018083,2,4,1,72,6,2,1,2,1,-1,1,2,2,172,-1,0
20150112142019,1,1,31.8,3,1,-1,30,27,0,0,-1,1,1,1,2,2,-1,-1,1,  6077252.285954,2,3,1,64,6,-1,1,2,1,2,2,1,2,185,2,0
20150112142021,1,1,16.6,3,1,-1,65,5,0,0,-1,1,1,1,1,1,2,2,1, 18186827.307322,2,2,2,65,6,-2,-1,-1,2,2,-1,-1,-1,100,2,73
20150112142026,1,1,19.4,1,1,-1,45,10,0,0,-1,1,1,2,-1,1,6,2,1, 28659870.469461,2,2,1,66,6,1,1,2,3,2,2,2,2,120,2,75
20150112142031,1,1,25.1,3,1,-1,0,10,0,0,-1,2,1,2,-1,2,-1,-1,1,  7364449.517581,2,1,1,67,6,-1,2,2,1,-1,1,2,-1,160,-1,0
20150112142032,1,2,19.2,3,3,5,120,0,0,0,-1,1,2,2,-1,2,-1,-1,1, 17823637.825186,2,2,1,62,6,1,1,2,1,2,1,2,-2,105,-1,0
20150112142033,1,1,22.3,3,1,5,120,20,0,0,-1,1,1,1,2,1,2,1,1,  2339596.017560,2,1,1,64,6,-1,1,2,1,2,1,1,2,130,2,0
20150112142035,1,1,25.0,3,1,3,70,5,0,0,-1,1,1,2,-1,2,-1,-1,1,  8511356.946197,2,3,1,65,6,-1,1,2,1,2,1,3,1,150,2,0
20150112142036,1,1,28.9,3,1,1,20,15,0,0,-1,1,1,2,-1,1,2,1,1,  4403243.387972,2,2,2,68,6,-1,-1,-1,2,2,-1,-1,-1,190,2,0
20150112142037,1,1,27.5,1,1,-1,30,0,0,0,-1,1,2,1,7,1,1,2,1,  2927779.678878,2,3,3,64,6,-1,-1,-1,2,2,3,1,-1,160,-1,0
20150112142042,1,2,23.8,3,5,5,0,-2,0,0,-1,2,-2,1,5,1,1,2,1,  1924402.751597,2,4,1,62,6,2,1,2,1,-1,2,1,1,130,-1,0
20150112142044,1,1,29.2,3,1,-1,25,0,0,0,-1,2,2,1,5,1,1,1,1,  7569673.131950,2,3,3,63,6,-1,1,2,1,-1,2,2,1,165,2,0
20150112142045,1,2,28.8,3,5,5,60,0,0,0,-1,2,2,2,-1,1,2,2,1,  7270224.531912,1,4,1,69,6,2,1,2,1,-1,1,2,2,195,1,0
20150112142049,1,1,26.9,3,1,-1,90,10,0,0,-1,1,1,1,2,2,-1,-1,1,  1447001.393261,2,3,1,62,6,-1,1,2,1,2,1,1,2,147,-1,0
20150112142050,1,2,28.7,3,5,-1,60,5,0,0,-1,2,1,1,2,2,-1,-1,3,  7461911.948478,1,5,1,66,6,2,2,2,1,-1,1,3,-1,178,-1,0
20150112142051,1,2,28.2,3,5,5,65,5,0,0,-1,2,1,1,5,1,4,1,2, 16857944.429280,2,3,2,67,6,2,-1,-1,2,-1,-1,-1,-1,180,2,0
20150112142057,1,1,28.4,3,1,-1,15,0,0,0,-1,2,2,1,3,1,5,1,1,  4319666.034533,2,2,1,73,6,-1,1,2,1,-1,1,1,2,215,2,0
20150112142059,1,3,30.8,3,2,5,65,10,0,0,1,1,1,2,-1,1,1,2,1,  5901289.512047,2,1,1,65,6,-1,1,2,1,1,1,4,2,185,-1,0
20150112142060,1,1,24.4,3,1,5,12,5,0,0,-1,2,1,1,3,2,-1,-1,1,  9294322.712251,2,1,2,75,6,-1,-1,-1,2,-1,-1,-1,-1,195,2,0
20150112142061,1,2,-1.0,3,5,-1,5,0,0,-1,-1,2,2,2,-1,2,-1,-1,1,  8996024.852866,-2,2,2,76,6,2,-1,-1,2,-1,-1,-1,-1,-2,-2,0
20150112142066,1,1,21.9,3,1,5,10,60,0,0,-1,1,1,1,3,2,-1,-1,1,  6658723.481561,2,2,1,62,6,-1,1,2,1,2,1,2,2,120,-1,0
20150112142067,1,1,30.2,3,1,5,120,0,0,0,-1,1,2,1,4,2,-1,-1,1,  6571337.455367,2,2,2,64,6,-1,1,2,3,2,-1,-1,2,176,-1,0
20150112142069,1,2,27.5,3,5,-1,15,45,0,0,-1,1,1,1,4,1,2,2,3,  7023357.377795,2,3,1,64,6,3,1,2,1,2,5,1,2,160,2,0
20150112142071,1,2,25.1,1,5,-1,160,0,0,0,2,1,2,2,-1,2,-1,-1,1,  1505662.123389,2,1,1,68,6,2,-1,-1,2,1,1,2,-1,165,-1,0
20150112142074,1,1,36.0,3,1,-1,75,0,0,0,-1,1,2,2,-1,1,1,1,1,  2883619.492988,2,3,1,67,6,-1,1,2,1,2,2,1,2,230,2,0
20150112142075,1,1,31.2,3,1,5,105,10,0,0,1,1,1,2,-1,1,1,2,1, 11968303.503835,2,4,2,72,6,-1,-1,-1,2,1,-1,-1,-1,230,-1,0
20150112142085,1,1,28.7,3,1,-1,90,10,0,0,-1,2,1,1,2,2,-1,-1,1, 14549500.591594,2,2,2,67,6,-2,-1,-1,2,-1,-1,-1,-1,183,2,73
20150112142086,1,1,30.4,3,1,5,95,0,0,0,2,1,2,2,-1,2,-1,-1,1,  4856104.159529,2,2,2,71,6,-3,-1,-1,2,1,-1,-1,-1,218,-1,81
20150112142087,1,1,25.8,1,1,5,138,2,0,0,1,1,1,1,1,1,1,2,1, 11240403.157051,2,1,1,65,6,-1,1,2,1,1,1,2,2,155,-1,0
20150112142090,1,1,27.3,3,1,-1,75,0,0,0,-1,2,2,1,3,2,-1,-1,1, 14719375.334450,2,1,2,69,6,-1,-1,-1,2,-1,-1,-1,-1,185,2,0
20150112142093,1,2,30.2,3,5,5,0,10,0,0,2,1,1,2,-1,1,4,1,1,  4783376.401837,2,3,2,66,6,2,-1,-1,2,1,-1,-1,-1,187,-1,0
20150112142099,1,2,14.3,3,3,-1,30,0,0,0,-1,1,2,2,-1,1,2,2,1, 22372385.740943,2,1,2,70,6,1,-1,-1,2,2,-1,-1,-1,100,2,0
20150112142100,1,1,21.3,3,1,5,30,15,0,0,-1,1,1,1,6,2,-1,-1,1,  7370877.419944,2,1,1,63,6,-1,1,2,1,2,1,2,1,120,2,0
20150112142102,1,1,23.0,3,1,5,10,25,0,0,-1,2,1,1,4,1,4,2,1, 11565354.635630,2,1,3,60,6,-1,1,2,1,-1,2,3,2,118,2,0
20150112142104,1,1,23.7,3,1,5,150,40,0,0,2,1,1,1,4,1,2,2,1,  6461186.266644,2,1,3,64,6,-1,-1,-1,2,1,3,1,-1,138,2,0
20150112142107,1,2,23.5,3,3,-1,12,10,0,0,2,1,1,1,3,1,4,1,1,  1586837.573617,2,1,1,67,6,1,1,2,1,1,2,1,2,150,-1,0
20150112142108,1,1,32.4,3,1,1,105,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 20685435.164365,2,3,1,64,6,-1,1,2,1,-1,2,6,2,189,-1,0
20150112142109,1,1,27.4,3,1,5,46,15,0,0,-1,2,1,2,-1,1,3,1,1,  5645610.135351,2,4,1,68,6,-1,1,2,1,-1,1,1,2,180,-1,0
20150112142114,1,1,29.3,3,1,5,85,0,0,0,-1,1,2,2,-1,1,3,1,1,  3364634.319630,2,4,1,62,6,-1,1,2,1,2,2,1,2,160,2,0
20150112142115,1,1,-1.0,3,1,5,180,10,0,-1,-1,2,1,1,7,1,2,1,1,  2804119.620096,2,1,1,69,6,-1,1,2,1,-1,1,3,1,-5,2,0
20150112142121,1,1,22.5,3,1,5,165,10,0,0,-1,2,1,1,2,1,1,2,1,  6102677.538765,2,2,1,65,6,-1,1,2,1,-1,1,3,2,135,2,0
20150112142122,1,2,-1.0,3,5,5,90,40,-1,-1,2,1,1,2,-1,2,-1,-1,2, 16755393.260488,1,4,2,-2,6,2,1,2,3,1,-1,-1,2,-2,1,0
20150112142123,1,1,25.0,3,1,5,145,0,0,0,1,1,2,2,-1,1,3,2,1,  6736158.179328,2,2,1,71,6,-1,1,2,1,1,1,4,2,179,2,0
20150112142131,1,1,34.7,3,1,5,20,5,0,0,-1,2,1,1,5,1,3,2,1, 12688575.110061,2,4,1,74,6,-1,1,2,1,-1,2,2,2,270,2,0
20150112142133,1,1,30.2,3,1,1,60,5,0,0,2,1,1,2,-1,1,1,2,1, 10610550.475653,2,3,3,62,6,-1,1,2,1,1,1,-2,2,165,-1,0
20150112142135,1,2,37.1,3,3,-1,15,0,0,0,-1,1,2,1,7,2,-1,-1,1,  1594751.102458,2,2,1,66,6,1,1,2,1,2,1,2,2,230,-1,0
20150112142136,1,1,39.2,3,1,-1,25,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  5796366.848883,2,4,2,74,6,1,-1,-1,2,-1,-1,-1,-1,305,2,73
20150112142141,1,1,25.1,3,1,-1,85,15,0,0,-1,1,1,1,6,1,1,2,1,  3258841.351446,2,2,1,73,6,-1,1,2,1,2,1,2,1,190,-1,0
20150112142143,1,1,33.8,3,1,5,50,15,0,0,-1,1,1,2,-1,2,-1,-1,1,  8169077.915752,2,3,1,62,6,-1,1,2,1,2,1,2,2,185,-1,0
20150112142144,1,2,28.3,3,5,-1,165,20,0,0,-1,1,1,2,-1,2,-1,-1,1,  4370857.384333,1,4,1,64,6,2,1,2,1,2,2,2,2,165,2,0
20150112142147,1,2,30.2,3,3,-1,100,5,0,0,-1,2,1,2,-1,1,1,2,1,  4286823.632465,2,3,1,62,6,1,1,2,1,-1,1,5,2,165,-1,0
20150112142156,1,3,39.5,3,2,-1,35,1,0,0,2,1,1,1,4,1,3,1,1,  8003439.856162,2,2,1,68,6,-1,1,2,3,1,3,1,2,260,-1,0
20150112142157,1,1,31.0,3,1,-1,90,15,0,0,-1,1,1,1,2,1,1,2,1,  4672396.940638,2,2,1,63,6,-1,1,2,1,2,1,3,2,175,2,0
20150112142166,1,1,33.9,3,1,-1,75,30,0,0,2,1,1,1,10,1,3,2,1,  8106327.838389,2,3,1,66,6,-1,1,2,1,1,1,2,2,210,-1,0
20150112142167,1,2,21.3,3,3,5,65,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 16386727.881684,2,3,3,66,6,1,1,2,1,-1,1,6,1,132,-1,0
20150112142174,1,1,-1.0,3,1,-1,90,5,0,-1,2,1,1,1,3,2,-1,-1,1,  4567260.790927,2,1,1,64,6,-3,2,2,1,1,1,6,-1,-3,-1,81
20150112142178,1,2,25.3,3,3,-1,45,60,0,0,2,1,1,2,-1,2,-1,-1,1,  7329619.037254,2,3,1,61,6,1,2,2,1,1,1,1,-1,134,-1,0
20150112142184,1,1,31.9,3,1,5,50,5,0,0,-1,2,1,2,-1,1,3,2,1,  3021486.790878,2,4,1,63,6,-1,1,2,1,-1,1,2,2,180,2,0
20150112142186,1,1,29.0,3,1,5,35,3,0,0,-1,1,1,1,1,1,2,2,1,  9140223.856773,2,3,1,72,6,-1,1,2,3,2,1,1,1,214,2,0
20150112142189,1,1,19.1,3,1,-1,115,5,0,0,-1,2,1,1,7,2,-1,-1,1,  7329630.595289,2,2,1,73,6,-1,2,1,1,-1,1,3,-1,145,-1,0
20150112142192,1,1,-1.0,3,1,5,30,20,0,-1,-1,2,1,1,3,2,-1,-1,1, 14707662.277714,2,2,1,67,6,-1,1,2,1,-1,1,2,2,-2,-1,0
20150112142193,1,1,25.0,3,1,1,100,0,0,0,-1,2,2,1,1,2,-1,-1,1,  8465007.450229,2,2,3,74,6,-1,1,2,3,-1,1,3,2,195,2,0
20150112142195,1,2,20.1,3,3,-1,0,28,0,0,-1,1,1,2,-1,2,-1,-1,1, 27213225.743156,2,2,3,64,6,1,2,2,3,2,1,2,-1,117,-1,0
20150112142197,1,1,26.6,3,1,5,30,30,0,0,2,1,1,1,4,2,-1,-1,1,  7954907.461512,2,2,3,69,6,-1,1,2,3,1,2,2,2,180,2,0
20150112142206,1,2,23.2,3,5,-1,30,10,0,0,-1,1,1,2,-1,2,-1,-1,1,  7661498.552758,1,3,1,64,6,2,-1,-1,2,2,1,2,-1,135,2,0
20150112142209,1,2,-1.0,3,5,-1,55,0,0,-1,1,1,2,1,2,2,-1,-1,1,  2388773.318381,2,3,1,67,6,2,1,2,1,1,1,6,2,-2,-1,0
20150112142216,1,1,20.4,3,1,5,90,0,0,0,-1,1,2,1,5,1,1,2,1,  3375679.497030,2,1,3,67,6,-1,1,2,3,2,1,5,2,130,2,0
20150112142219,1,1,23.7,3,1,5,50,20,0,0,-1,1,1,2,-1,1,1,1,1,  8875388.601741,2,1,3,72,6,-1,1,2,3,2,1,3,2,175,2,0
20150112142220,1,1,28.7,3,1,5,30,5,0,0,1,1,1,2,-1,1,1,2,1,  5873013.313517,2,3,3,67,6,-1,1,2,3,1,1,2,2,183,-1,0
20150112142221,1,1,27.4,3,1,5,40,5,0,0,-1,2,1,1,5,2,-1,-1,1,  2452619.175286,2,2,3,66,6,-1,-1,-1,2,-1,3,3,-1,170,2,0
20150112142222,1,1,28.0,3,1,5,90,0,0,0,-1,2,2,2,-1,1,2,1,1, 11443720.317357,2,3,2,70,6,-1,-1,-1,2,-1,-1,-1,-1,195,-1,0
20150112142224,1,1,21.5,3,1,-1,0,20,0,0,-1,1,1,1,1,2,-1,-1,1, 14292872.850670,2,1,3,70,6,-1,-1,-1,2,2,1,1,-1,150,2,0
20150112142225,1,2,24.2,3,5,-1,100,0,0,0,-1,1,2,2,-1,1,1,2,1,  2427995.709168,2,3,1,66,6,2,1,2,1,2,1,2,2,150,-1,0
20150112142231,1,1,26.5,3,1,5,60,20,0,0,-1,1,1,1,2,1,2,2,1,  2942682.710206,2,2,1,62,6,-1,1,2,1,2,3,3,2,145,2,0
20150112142235,1,1,21.9,3,1,5,30,0,0,0,-1,2,2,1,4,2,-1,-1,1,  9442413.430134,2,2,1,67,6,-1,1,2,1,-1,1,3,2,140,-1,0
20150112142237,1,1,-1.0,3,1,-1,25,3,-1,-1,-1,1,1,-3,-1,1,5,2,-2,  3436909.265103,1,3,1,-3,6,-3,1,2,1,2,1,1,2,-3,2,81
